village_name,location_code,area_ha,population,households,primary_school,middle_school,secondary_school,senior_secondary_school,chc,phc,phs,hospital_allopathic,dispensary,medicine_shop,tap_water,well_water,hand_pump,tube_well,river_canal,pond_lake,community_toilet_bath,community_toilet,mobile_coverage,internet_csc,bus_service,railway_station,auto,taxi,national_highway,state_highway,major_district_road,other_district_road,pucca_roads,kutcha_roads,footpaths,bank,atm,agricultural_credit_society,pds_shop,icds,anganwadi,asha,electricity_domestic,electricity_agricultural,electricity_commercial,electricity_all_uses,forest_ha,non_agricultural_ha,barren_uncultivable_ha,pasture_ha,culturable_waste_ha,fallow_ha,current_fallow_ha,net_area_sown_ha,irrigated_ha,unirrigated_ha
Miri Gaon,291394,264.5,1398,274,5,1,b,c,,,1.0,,,1.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,c,c,Yes,c,c,c,c,Yes,b,Yes,Yes,c,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,16.5,0.0,0.0,0.0,67.0,0.0,179.5,0.0,179.5
Gereki Nepali,291395,133.0,244,57,1,a,a,b,,,,,,0.0,No,No,No,Yes,Yes,No,No,No,c,c,a,b,a,a,b,b,a,Yes,b,Yes,Yes,b,c,b,a,Yes,Yes,b,No,No,No,No,0.0,36.0,2.0,0.0,0.0,0.0,0.0,95.0,0.0,95.0
Gereki Gaon,291396,73.0,490,106,1,a,b,b,,,,,,0.0,No,Yes,No,Yes,Yes,No,No,No,c,b,Yes,b,Yes,Yes,b,b,b,Yes,b,Yes,Yes,c,c,c,Yes,Yes,Yes,Yes,No,No,No,No,0.0,1.5,0.0,0.0,0.0,0.0,0.0,71.5,0.0,71.5
Dinjan T.E.,291397,219.1,8038,1554,3,2,1,1,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,Yes,b,b,b,b,b,b,Yes,Yes,Yes,Yes,Yes,c,Yes,Yes,c,Yes,Yes,Yes,No,Yes,Yes,0.0,147.5,0.0,0.0,0.0,0.0,0.0,28.4,0.0,28.4
Udalguri Gaon,291398,161.0,569,108,1,b,b,b,,,,,,0.0,No,No,Yes,No,No,No,No,No,Yes,b,a,a,Yes,Yes,a,a,a,Yes,b,Yes,Yes,c,b,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,60.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0
Udalguri T.E.,291399,147.2,1504,273,2,1,a,b,,,,,,1.0,No,Yes,Yes,No,No,No,No,No,Yes,b,Yes,b,Yes,Yes,b,b,b,Yes,Yes,Yes,Yes,c,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.2,0.0,147.2
Na-Gaon,291400,267.0,349,70,1,a,a,b,,,,,,0.0,No,No,Yes,No,Yes,No,No,No,Yes,c,a,a,Yes,Yes,a,a,a,Yes,b,Yes,Yes,c,b,c,Yes,Yes,Yes,c,Yes,No,No,No,0.0,225.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0
Kharjan Grant,291401,422.3,1431,287,1,b,b,b,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,Yes,Yes,b,Yes,Yes,Yes,b,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,Yes,Yes,0.0,40.0,35.2,0.0,112.0,29.1,0.0,206.0,0.0,206.0
Kharjan Gaon,291402,32.2,562,105,1,a,a,c,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,b,b,Yes,c,c,a,b,Yes,Yes,Yes,a,Yes,Yes,c,b,c,a,c,a,Yes,Yes,No,No,No,0.0,20.0,0.0,0.0,9.6,0.0,0.0,2.7,0.0,2.7
Boragadhoi Gaon,291403,237.9,1389,282,4,2,1,c,,,1.0,,,1.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,c,c,c,Yes,c,Yes,c,Yes,b,Yes,Yes,c,a,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,10.5,0.0,20.6,0.0,0.0,0.0,155.7,0.0,155.7
Pakharigan,291404,90.5,1247,266,2,2,b,c,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,c,c,c,Yes,Yes,c,Yes,c,Yes,a,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,4.0,0.0,2.2,0.0,0.0,0.0,60.9,0.0,60.9
Balijan T.E.,291405,131.0,5859,1160,1,a,a,a,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,c,Yes,b,Yes,b,b,b,b,Yes,Yes,Yes,Yes,Yes,b,c,Yes,c,Yes,Yes,Yes,No,Yes,No,0.0,16.1,0.0,0.0,0.0,0.0,0.0,106.7,0.0,106.7
Kharjan T.E.,291406,407.5,1267,253,2,b,b,b,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,b,b,b,b,Yes,b,b,b,a,Yes,b,Yes,Yes,a,b,a,Yes,c,Yes,Yes,Yes,Yes,Yes,Yes,0.0,67.2,0.0,0.0,76.9,0.0,0.0,263.4,0.0,263.4
Balijan T.E.,291407,1008.8,2765,536,1,b,b,b,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,a,b,b,b,b,Yes,Yes,Yes,Yes,c,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,101.1,0.0,0.0,0.0,0.0,0.0,907.7,0.0,907.7
Balijan Gaon,291408,111.3,505,117,1,a,a,a,,,1.0,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,b,a,a,b,b,b,b,Yes,b,Yes,Yes,c,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,39.5,0.0,0.0,0.0,0.0,0.0,54.7,0.0,54.7
Balijan Pani Era,291409,225.0,1412,298,3,2,a,a,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,b,b,Yes,b,b,Yes,b,Yes,b,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,60.9,0.0,11.4,0.0,0.0,0.0,133.6,0.0,133.6
Maricha Gaon,291410,148.1,2232,467,1,a,a,a,,,,,,1.0,Yes,Yes,Yes,No,No,No,No,No,b,b,Yes,b,b,b,b,Yes,Yes,Yes,Yes,Yes,Yes,c,b,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,54.3,0.0,0.0,0.0,0.0,0.0,83.7,0.0,83.7
Bamuni Hiloidhari,291411,217.6,1436,294,1,2,b,b,,,1.0,,,1.0,No,Yes,Yes,No,No,No,No,No,Yes,c,Yes,b,a,a,a,a,Yes,Yes,b,Yes,Yes,c,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,38.4,0.0,9.1,0.0,5.0,0.0,140.0,0.0,140.0
Hatigadhoi,291413,271.6,590,132,1,a,b,b,,,1.0,,,0.0,Yes,Yes,Yes,No,No,No,No,No,Yes,b,b,b,a,a,a,Yes,c,Yes,b,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,52.0,0.0,15.5,2.0,27.0,0.0,132.0,0.0,132.0
Naduwa T.E.,291414,80.0,2158,411,1,2,b,b,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,b,b,b,Yes,c,Yes,Yes,Yes,Yes,c,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0
Naduwa Grant Gaon,291415,209.8,677,145,1,1,b,b,,,,,,0.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,b,Yes,b,b,b,a,b,Yes,Yes,a,Yes,Yes,c,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,71.1,0.0,0.0,0.0,5.2,0.0,119.4,0.0,119.4
Naduwa Gohain Gaon,291416,354.4,1335,281,3,b,b,b,,,,,,1.0,Yes,Yes,Yes,No,No,No,No,No,Yes,c,b,b,Yes,a,a,Yes,c,Yes,b,Yes,Yes,c,b,c,a,c,Yes,Yes,Yes,No,No,No,0.0,48.2,0.0,23.7,2.0,15.0,0.0,205.2,0.0,205.2
Changmai Barua Pathar,291417,171.8,864,181,1,a,b,b,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,b,b,b,Yes,b,a,Yes,c,Yes,b,Yes,Yes,c,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,51.4,0.0,0.0,0.0,5.2,4.0,71.0,0.0,71.0
Chetia Gaon,291418,194.4,720,146,1,1,1,b,,,1.0,,,0.0,No,No,Yes,No,No,No,No,No,Yes,b,Yes,a,b,b,a,b,Yes,Yes,b,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,24.1,0.0,3.1,0.0,0.0,0.0,162.2,0.0,162.2
Dinjoy Satra,291419,146.7,869,175,1,a,a,c,,1.0,1.0,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,a,a,a,a,a,a,a,Yes,b,Yes,Yes,c,a,c,Yes,b,Yes,Yes,Yes,No,Yes,No,0.0,30.8,0.0,0.0,0.0,0.0,0.0,109.7,0.0,109.7
Dinjoy Chapori,291420,247.1,299,61,1,1,,c,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,a,Yes,a,b,Yes,a,a,Yes,Yes,b,Yes,Yes,c,a,c,Yes,a,Yes,c,Yes,No,Yes,Yes,0.0,28.0,13.0,0.0,40.2,0.0,0.0,115.9,0.0,115.9
Dangar Chuk,291421,219.6,785,164,1,a,a,a,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,Yes,a,Yes,Yes,a,a,Yes,Yes,b,Yes,Yes,c,a,c,Yes,a,Yes,Yes,Yes,No,Yes,No,0.0,9.0,25.0,26.0,13.1,0.0,0.0,112.7,0.0,112.7
Bharalua,291422,203.2,1349,270,1,b,b,b,,,1.0,,,1.0,No,Yes,No,Yes,No,No,No,No,Yes,a,Yes,a,Yes,Yes,a,a,Yes,Yes,b,Yes,Yes,c,a,c,a,a,Yes,Yes,Yes,Yes,Yes,No,0.0,30.0,83.0,26.0,0.0,0.0,0.0,24.0,0.0,24.0
Mudai Gaon,291423,271.0,1611,312,2,2,b,c,,,,,,1.0,No,No,Yes,Yes,No,No,No,No,Yes,b,Yes,b,Yes,Yes,a,a,Yes,Yes,Yes,Yes,Yes,c,b,c,Yes,a,Yes,Yes,Yes,No,No,Yes,0.0,12.1,9.7,12.2,37.1,0.0,0.0,160.0,0.0,160.0
Kharjan T.E.,291424,75.3,794,163,1,2,b,b,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,Yes,Yes,a,a,Yes,Yes,b,Yes,Yes,c,c,c,a,b,Yes,Yes,Yes,No,No,Yes,0.0,14.6,0.0,0.0,18.2,0.0,0.0,42.5,0.0,42.5
Jogipathar,291425,386.6,1670,364,3,1,b,b,,,,,,1.0,No,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,Yes,Yes,b,b,Yes,Yes,Yes,Yes,Yes,c,b,c,Yes,b,Yes,Yes,Yes,No,Yes,No,0.0,30.0,38.0,45.1,9.1,0.0,0.0,214.4,0.0,214.4
Bogdungkinar,291426,35.0,312,68,1,b,b,b,,,,,,0.0,No,Yes,Yes,No,No,No,No,No,Yes,c,a,b,Yes,Yes,b,b,b,Yes,b,Yes,Yes,c,c,c,a,b,Yes,c,Yes,No,No,No,0.0,17.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.3
Dighalibari,291427,651.0,2329,461,3,2,b,b,,,1.0,,,1.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,b,Yes,b,b,Yes,b,b,b,Yes,Yes,Yes,Yes,c,b,c,a,Yes,Yes,Yes,Yes,No,No,No,0.0,151.4,0.0,43.5,0.0,0.0,0.0,287.5,0.0,287.5
Chakali Bharia,291428,317.0,1672,345,3,1,a,a,,,,,,1.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,b,Yes,a,a,a,a,a,a,Yes,Yes,Yes,Yes,c,b,c,a,Yes,Yes,Yes,Yes,No,No,No,0.0,19.0,0.0,1.2,0.0,0.0,0.0,186.3,0.0,186.3
Nalani Hulla,291429,350.0,1328,282,1,a,a,a,,,,,,1.0,Yes,Yes,Yes,No,No,No,No,No,Yes,b,Yes,a,a,a,a,a,Yes,Yes,b,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,9.5,5.0,0.0,0.0,0.0,0.0,111.7,0.0,111.7
Jerai,291430,365.2,1664,362,2,b,b,c,,,1.0,,,1.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,b,Yes,b,Yes,Yes,a,Yes,Yes,Yes,Yes,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,Yes,Yes,0.0,10.0,9.1,20.4,19.6,0.0,0.0,176.1,0.0,176.1
Kanjikhowa,291431,190.0,1233,267,2,1,b,b,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,b,Yes,b,Yes,Yes,b,Yes,Yes,Yes,b,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,14.1,20.0,0.0,6.0,0.0,0.0,130.0,0.0,130.0
Chungichuk,291432,195.8,1027,215,2,2,c,c,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,Yes,a,Yes,Yes,a,a,Yes,Yes,b,Yes,Yes,c,a,c,a,b,Yes,Yes,Yes,No,No,Yes,0.0,12.8,3.1,3.0,20.1,0.0,0.0,150.0,0.0,150.0
Borbaribongali,291433,258.4,1692,352,1,a,a,c,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,Yes,a,Yes,Yes,c,c,Yes,Yes,Yes,Yes,Yes,c,a,c,a,b,Yes,Yes,Yes,No,Yes,Yes,0.0,7.3,12.0,22.0,23.0,0.0,0.0,180.0,0.0,180.0
Mereli Pathar,291434,174.6,2645,551,2,2,c,c,,,1.0,,,1.0,Yes,No,Yes,Yes,No,No,No,No,a,a,Yes,a,a,a,a,a,Yes,Yes,Yes,Yes,Yes,a,a,a,a,c,Yes,Yes,Yes,No,Yes,Yes,0.0,5.8,0.1,3.2,2.6,0.0,0.0,85.0,0.0,85.0
Deodhai Kopowhuwa,291435,228.3,1003,201,2,a,a,c,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,a,a,Yes,a,a,a,a,Yes,b,Yes,Yes,c,a,c,a,b,Yes,Yes,Yes,No,Yes,No,0.0,45.8,0.0,5.0,0.0,0.0,0.0,159.6,0.0,159.6
Hatkhula Bongali,291436,207.8,2520,537,1,2,1,a,,,,,,2.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,a,Yes,a,a,a,a,a,a,Yes,Yes,Yes,Yes,c,a,c,a,b,Yes,Yes,Yes,No,No,No,0.0,47.3,0.0,4.8,0.0,0.0,0.0,128.6,0.0,128.6
Khailabari Bagan Gaon,291437,307.7,848,169,1,2,2,a,,,1.0,,,0.0,Yes,Yes,Yes,No,No,No,No,No,Yes,c,a,a,a,a,a,a,a,Yes,b,Yes,Yes,c,a,c,a,c,Yes,Yes,Yes,No,No,No,0.0,35.6,0.0,0.0,0.0,0.0,0.0,248.7,0.0,248.7
Tiyahjalia Gaon,291438,185.9,856,180,1,1,a,a,,,,,,0.0,Yes,Yes,Yes,No,No,No,No,No,Yes,c,Yes,,Yes,Yes,Yes,Yes,c,Yes,b,Yes,Yes,c,b,c,a,c,Yes,Yes,Yes,No,No,No,0.0,35.6,0.0,0.0,0.0,0.0,0.0,98.2,0.0,98.2
Hiloidhari T.E. Grant,291439,143.5,285,63,1,1,a,a,,,,,,0.0,Yes,No,No,Yes,No,Yes,No,No,Yes,c,Yes,b,b,Yes,Yes,Yes,c,Yes,b,Yes,Yes,c,b,c,a,c,Yes,c,Yes,No,Yes,No,0.0,11.1,0.0,0.0,0.0,0.0,0.0,7.2,0.0,7.2
Nahartoli T.E. Grant,291440,362.1,3627,774,1,3,1,1,,,,,,1.0,Yes,Yes,Yes,No,No,No,No,No,Yes,b,Yes,Yes,Yes,Yes,Yes,Yes,c,Yes,Yes,Yes,Yes,c,c,a,a,c,Yes,Yes,Yes,No,Yes,No,0.0,45.1,0.0,0.0,0.0,0.0,0.0,18.5,0.0,18.5
Dikam T.E.,291441,553.8,4913,1013,2,3,1,c,,,,,,1.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,a,Yes,a,a,a,a,a,a,Yes,Yes,Yes,Yes,Yes,c,a,Yes,c,Yes,Yes,Yes,Yes,Yes,No,0.0,19.5,0.0,0.0,0.0,0.0,0.0,221.5,0.0,221.5
Nahatoli T.E.,291442,413.0,1339,279,2,b,b,c,,,,,,1.0,Yes,No,Yes,No,No,No,No,No,a,b,a,a,Yes,a,a,a,a,Yes,b,Yes,Yes,c,b,c,a,c,Yes,Yes,Yes,No,Yes,Yes,0.0,348.4,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0
Hatiali Grant,291443,613.8,3943,830,3,2,b,c,,1.0,1.0,1.0,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,b,b,b,b,b,Yes,Yes,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,Yes,Yes,0.0,134.2,0.0,0.0,0.0,0.0,0.0,149.0,0.0,149.0
Sialkati Grant (T.E.),291444,540.6,552,105,1,a,a,c,,1.0,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,a,a,a,a,a,a,a,a,Yes,b,Yes,Yes,c,a,c,a,a,Yes,Yes,Yes,No,Yes,Yes,0.0,5.6,0.0,0.0,0.0,0.0,0.0,98.8,0.0,98.8
Chabua Grant (T.E.),291445,438.2,1482,316,1,b,b,c,,1.0,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,Yes,Yes,b,b,Yes,Yes,b,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,13.1,0.0,0.0,0.0,0.0,0.0,94.2,0.0,94.2
Kadamoni Gaon,291446,81.0,901,215,1,b,a,c,,,,,,1.0,Yes,Yes,Yes,No,No,No,No,No,a,a,a,a,a,a,a,a,a,Yes,b,Yes,Yes,Yes,Yes,c,Yes,c,a,Yes,Yes,No,No,No,0.0,2.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0
Niz Chabua,291447,197.1,2217,480,3,3,1,c,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,a,a,Yes,a,a,a,a,a,a,Yes,Yes,Yes,Yes,c,a,c,a,c,Yes,Yes,Yes,No,Yes,No,0.0,25.2,0.0,6.2,0.0,0.0,0.0,81.0,0.0,81.0
Morankari Gaon,291448,78.3,520,114,1,a,a,c,,,1.0,,,0.0,No,No,Yes,No,No,No,No,No,a,a,Yes,a,a,a,a,b,Yes,Yes,b,Yes,Yes,Yes,Yes,c,a,c,Yes,Yes,Yes,No,No,No,0.0,4.3,0.0,0.0,0.0,0.0,0.0,39.2,0.0,39.2
Betmela Gaon,291449,148.8,1099,252,1,a,1,c,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,a,a,Yes,a,a,a,a,Yes,b,Yes,Yes,c,a,c,a,c,Yes,Yes,Yes,No,No,No,0.0,6.0,0.0,11.4,0.0,0.0,0.0,66.6,0.0,66.6
Bhardhora Bongali,291450,309.1,1335,289,1,b,b,c,,1.0,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,b,b,Yes,b,b,b,b,Yes,b,Yes,Yes,c,b,c,a,c,Yes,Yes,Yes,No,No,No,0.0,10.3,0.0,0.0,0.0,0.0,0.0,244.8,0.0,244.8
Rajabari Gaon,291451,149.1,896,194,1,1,a,c,,,,,,0.0,No,Yes,Yes,No,No,No,No,No,b,b,b,b,b,b,c,c,c,Yes,b,Yes,Yes,c,b,c,a,c,Yes,Yes,Yes,No,No,No,0.0,9.2,0.0,41.5,0.0,0.0,0.0,98.4,0.0,98.4
Komar Gaon,291452,224.4,1178,243,2,2,a,c,,,,,,1.0,No,Yes,Yes,No,No,No,No,No,a,a,a,a,Yes,a,a,a,a,Yes,b,Yes,Yes,c,a,a,a,c,Yes,Yes,Yes,No,No,No,0.0,5.0,0.0,7.8,0.0,0.0,0.0,161.7,0.0,161.7
Polonga Gaon,291453,334.3,1901,391,4,2,a,c,,,,,,1.0,Yes,Yes,Yes,No,No,No,No,No,a,a,Yes,a,a,a,a,a,a,Yes,Yes,Yes,Yes,Yes,a,a,Yes,c,Yes,Yes,Yes,No,No,No,0.0,12.5,0.0,10.7,0.0,0.0,0.0,247.4,0.0,247.4
Chetia Pathar,291454,197.2,780,164,1,1,1,a,,,,,,0.0,Yes,Yes,Yes,No,No,No,No,No,Yes,c,a,a,a,a,a,Yes,a,Yes,a,Yes,Yes,c,a,c,a,a,Yes,Yes,Yes,No,No,No,0.0,44.4,0.0,19.6,0.0,0.0,0.0,107.2,0.0,107.2
Sarupathar Bongali,291455,40.2,536,110,1,a,a,a,,,,,,0.0,Yes,No,Yes,No,Yes,No,No,No,Yes,a,a,a,a,Yes,a,a,a,Yes,b,Yes,Yes,c,a,c,a,Yes,Yes,Yes,Yes,No,No,No,0.0,2.2,0.0,0.0,0.0,0.0,0.0,19.2,0.0,19.2
Chabua T.E.,291456,844.8,5576,1101,2,a,a,c,,1.0,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,Yes,a,a,a,a,a,a,Yes,Yes,Yes,Yes,Yes,a,c,Yes,a,Yes,Yes,Yes,No,No,Yes,0.0,11.9,0.0,0.0,0.0,0.0,0.0,212.0,0.0,212.0
Sarupathar Gaon,291457,74.6,192,39,1,a,a,a,,,,,,0.0,No,No,Yes,No,Yes,No,No,No,Yes,a,a,a,b,Yes,a,a,a,Yes,b,Yes,Yes,b,a,b,a,Yes,Yes,c,Yes,No,No,No,0.0,2.2,0.0,0.0,0.0,0.0,0.0,52.4,0.0,52.4
Udalguri Gaon,291458,136.1,1163,228,1,2,b,b,,,1.0,,,1.0,No,Yes,No,Yes,No,Yes,No,No,Yes,b,c,c,Yes,Yes,c,c,c,Yes,b,Yes,Yes,b,b,b,a,Yes,Yes,Yes,Yes,No,No,No,0.0,22.8,0.0,20.6,0.0,0.0,0.0,88.4,0.0,88.4
Kamhatar Habi,291459,407.5,1543,316,2,a,a,b,,,,,,1.0,No,Yes,Yes,Yes,No,Yes,No,No,Yes,b,Yes,b,Yes,Yes,b,b,b,Yes,Yes,Yes,Yes,b,b,c,a,Yes,Yes,Yes,Yes,No,No,No,0.0,0.9,0.0,3.3,0.0,0.0,0.0,373.3,0.0,373.3
Sealkati T.E. 252 No.Nlr,291460,174.0,5825,1186,1,b,b,b,,,,,,5.0,Yes,Yes,Yes,No,Yes,Yes,No,No,b,b,Yes,b,b,Yes,b,b,b,Yes,Yes,Yes,Yes,Yes,b,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,1.6,0.0,0.0,0.0,0.0,0.0,111.6,0.0,111.6
Sealkati T.E. 206/253 Nlr,291461,342.2,444,95,1,b,a,b,,,1.0,,,0.0,No,Yes,No,Yes,No,No,No,No,Yes,b,b,b,b,b,b,b,b,Yes,b,Yes,Yes,b,b,c,a,Yes,b,c,Yes,No,Yes,No,0.0,16.3,0.0,0.0,0.0,0.0,0.0,259.1,0.0,259.1
Dikom Naharani,291462,89.5,1104,214,1,a,a,b,,,,,,1.0,Yes,Yes,No,Yes,No,No,No,No,Yes,b,b,b,b,Yes,b,b,b,Yes,b,Yes,Yes,b,b,b,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,2.9,0.0,3.5,0.0,0.0,0.0,53.4,0.0,53.4
Charai Chungi Habi,291463,162.5,673,136,1,a,a,a,,,,,,1.0,No,Yes,Yes,No,No,Yes,No,No,Yes,b,b,b,b,Yes,b,b,b,Yes,b,Yes,Yes,b,b,b,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,4.9,0.0,0.0,0.0,0.0,0.0,150.8,0.0,150.8
Rang Chungi,291464,231.2,623,136,1,1,1,b,,,1.0,,,0.0,Yes,Yes,Yes,No,No,No,No,No,Yes,b,Yes,b,c,Yes,b,b,Yes,Yes,b,Yes,Yes,c,b,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,10.6,0.0,3.6,0.0,0.0,0.0,186.9,0.0,186.9
Murani Pathar,291465,127.4,285,63,1,a,a,a,,,,,,0.0,No,No,Yes,No,No,No,No,No,Yes,c,a,a,a,a,a,Yes,a,Yes,b,Yes,Yes,b,a,b,b,a,Yes,c,Yes,No,No,No,0.0,8.9,0.0,0.0,0.0,0.0,0.0,108.3,0.0,108.3
Moud T.E.,291466,355.2,510,99,1,a,a,b,,,,,,0.0,No,No,Yes,No,No,No,No,No,Yes,c,Yes,b,b,b,a,a,Yes,Yes,b,Yes,Yes,b,b,c,a,c,Yes,Yes,Yes,No,No,No,0.0,50.0,0.0,0.0,201.0,0.0,0.0,104.2,0.0,104.2
Murani Amguri,291467,355.2,1067,234,2,a,a,b,,,,,,1.0,Yes,Yes,Yes,No,No,No,No,No,Yes,c,Yes,b,a,b,b,Yes,Yes,Yes,b,Yes,Yes,b,b,b,a,b,Yes,Yes,Yes,No,No,No,0.0,53.4,0.0,37.0,0.0,0.0,0.0,213.2,0.0,213.2
Miri Hulla,291468,68.7,211,45,1,a,a,b,,,,,,0.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,b,b,b,b,Yes,b,b,a,Yes,b,Yes,Yes,a,b,a,Yes,Yes,Yes,c,Yes,No,No,No,0.0,2.4,0.0,9.2,0.0,0.0,0.0,37.1,0.0,37.1
Charai Chungi,291469,70.0,336,73,1,a,a,b,,,,,,0.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,b,b,b,b,b,b,b,b,Yes,b,Yes,Yes,b,b,b,Yes,Yes,Yes,c,Yes,No,No,No,0.0,3.0,0.0,0.0,0.0,0.0,0.0,66.9,0.0,66.9
Patlungmora,291470,60.0,533,109,1,a,a,b,,,,,,0.0,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,b,b,b,b,Yes,b,b,a,Yes,b,Yes,Yes,b,b,b,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,2.3,0.0,0.0,0.0,0.0,0.0,37.5,0.0,37.5
Lengrai T.E. 13 No. F.S.,291471,325.1,1848,382,1,a,a,a,,,,,,1.0,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,b,Yes,b,b,Yes,b,b,a,Yes,Yes,Yes,Yes,b,b,c,a,Yes,Yes,Yes,Yes,No,No,No,0.0,2.3,0.0,0.0,0.0,0.0,0.0,192.3,0.0,192.3
Kopowhuwa Gaon,291472,295.2,959,199,1,a,a,a,,,1.0,,,1.0,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,b,b,b,b,Yes,b,b,b,Yes,b,Yes,Yes,a,a,b,a,Yes,Yes,Yes,Yes,No,No,No,0.0,12.6,0.0,21.0,0.0,0.0,0.0,229.9,0.0,229.9
Tipamia Gaon,291473,289.9,886,178,1,1,a,a,,,,,,0.0,Yes,Yes,Yes,No,No,No,No,No,Yes,b,Yes,b,Yes,b,b,Yes,Yes,Yes,b,Yes,Yes,a,b,a,Yes,b,Yes,Yes,Yes,No,No,No,0.0,40.7,0.0,0.0,0.0,0.0,0.0,169.3,0.0,169.3
